gene_symbol	TCGA-04-1348-01A-01R-1565-13	TCGA-04-1357-01A-01R-1565-13	TCGA-04-1362-01A-01R-1565-13	TCGA-04-1364-01A-01R-1565-13	TCGA-04-1365-01A-01R-1565-13	TCGA-04-1514-01A-01R-1566-13	TCGA-04-1519-01A-01R-1565-13	TCGA-09-0364-01A-02R-1564-13	TCGA-09-0366-01A-01R-1564-13
ABCA8	0.010450657666512	0.173079449477341	0.152941924671221	0.129343717680114	0.0183156494508552	0.195123175639127	0.107881103867312	1.22217022919092	0.0478255730512748
ABCA9	0.425656627889179	0.492441544585711	0.456952776356984	0.15724722577231	0.142487678390081	0.26932452945344	0.0878734858321094	0.64421854925855	0.0674581209011256
ABCB1	0.691658776229844	1.12071820833987	0.29955461926976	0.23710489526274	0.437121610617986	0.326824478004057	0.467066582445897	0.214272549658878	0.383133819286548
ABCB10	2.76368733871121	3.50182508611246	2.39503509731262	3.1623110794459	2.9168876106708	3.17838049629801	3.28192579967896	3.01341276960461	2.34593622045367
ABCB11	0.000705091306348131	0.00797756027709231	0.0761922112912247	0.0317514640782184	0.0675599446769542	0.00534097653562684	0	0.00263689255273307	0.057454486753527
ABCB4	0.19942246019277	0.189688709900207	0.261429958458943	0.159167372006777	0.167917810863794	0.116798697745559	0.312853571188762	0.106951404802884	0.311706543214157
ABCB5	0.18357696391845	0.00800062783429951	0.0358507820772185	0.141677884389001	0.0215451233655341	0.292665268983299	0.457319436604336	0.125317788705329	0.0143651489788315
ABCB6	4.42880166614628	2.90275259592785	3.75810592851494	4.56222654685495	3.67338342588993	3.60351240837502	3.86704541821085	3.82624237467144	2.84609249495234
ABCB7	3.96873405980297	3.49682406455306	3.99753449269128	2.91820321430029	3.47053165914709	3.72593415721601	3.83179922818488	3.49178769267199	3.80726938831612
ABCB8	4.51949850230463	4.08113421969138	4.08224188191458	4.5985647055809	3.75699550210528	3.82290856209381	3.31471160500303	3.91848260172984	4.09483397174641
ABCB9	3.15652346980385	2.11361716178545	2.78802851879537	3.45774293983137	3.56891861538239	2.12189467945415	3.31711532464232	3.44880622163	3.31831698596606
ABCC1	4.62240681057795	3.38318489788628	3.95174816823459	4.28325285256299	4.07038675164795	4.68826485842071	3.61565052785019	5.15380655183277	3.99495709256843
ABCC10	3.26217499495685	3.51414625227386	3.63945445547106	3.34891677206447	2.84293781241936	2.54227687278972	2.42925440831021	4.05076809691845	3.62207408219285
ABCC11	0.0387512223004836	0.135322409557259	0	0.0249821170575561	0.0524117900465831	0.305743756432558	0.428152362749056	0.184750133359454	0.109760713861373
ABCC12	0.000728363108829435	0.0334113295367069	0	0.000515433779385974	0.00227203732021484	0.00621853935872721	0	0.171039357448144	0
ABCC13	0.204221866093972	0.00812580859637633	0.361435883756492	0.0761922112912247	0.00227570031580983	0.000470661769657935	0	0.0176870680031104	0.0321750712682932
ABCC2	0.0212028028827547	0.126507498850539	0.40676891942539	0.219978835723117	0.125169549933054	0.126507498850539	0.104847310315492	0.196553540014358	0.156027902326877
ABCC3	2.87119862753845	2.51955574271006	1.87258333278729	0.127246625262552	3.44880622163	1.08657182927026	1.76816272389681	1.63542333428967	5.00276146897285
ABCC4	4.64760117784415	4.06778841625125	3.5902259380128	4.22356310545266	4.32893983835526	3.26621669478177	5.61838785168373	6.39187991069912	3.75699550210528
ABCC5	4.63199128455147	3.88814900401585	4.9039261800675	4.09371481477721	3.80541835053312	5.53750108670155	3.90664916443804	4.42111959653132	4.09149843508298
ABCC6	2.39399958592199	2.49818524256174	1.39222948440098	2.59602440710745	1.46363501106884	1.89915706484847	1.72924255495154	1.93249436848895	2.62255510773214
ABCC6P1	0.544624851555678	0.196553540014358	0.575981237522203	0.265741486190736	0.147562388117864	0.0975605441211562	0.240410200485294	0.349212393645729	0.230825587028838
ABCC6P2	1.55295786888048	1.44382356982599	1.09696076328109	2.59408748226848	2.1147258215698	1.8423980175681	1.44804300596459	1.12945184360603	1.53797239706296
ABCC8	0.01748435952116	0.0082471642432028	0	0.000533286122990731	0.00229672166869565	0.240174846803975	0	0.00267403411650963	0
ABCC9	0.708054771328352	0.623210618731558	0.32800943431956	0.479641370667903	0.774815138521268	0.283469400203441	0.330981566751517	0.127098571348108	0.129040729357068
ABCD1	4.75393982123065	4.91252580311705	4.64358609198113	4.80111570578135	4.90220095545703	4.42572179659586	4.29418475019641	3.66622826429608	5.21878659143944
ABCD2	0.216024429254991	0.520763677379514	0.0160386640984047	0.048676405568454	0.0918986331235776	0.05454482283921	0.0400748798739587	0.0177900717068696	0.0525008951831949
ABCD3	3.76518782136086	3.19069497259476	4.01378202921092	3.47711386714932	4.17949831118621	4.07667452663883	4.08631162059925	2.93665527479311	4.56301531849552
ABCD4	3.61753710969331	3.20865303280698	3.65492010050523	4.13710344829375	3.82735566222934	5.02992016202012	4.36081232742724	4.29267059854256	4.92671299644279
ABCE1	5.00630385930721	4.23329448253187	4.45347148598586	5.04920556305371	4.91767807143688	4.60093575182506	4.57286905834421	4.03892776611756	3.83477491623998
